layer_index,layer_name,baseline_candidate_prob,seed_candidate_prob_mean,seed_candidate_prob_std,delta_candidate_prob,delta_target_score,delta_target_score_std,n_seeds
0,embedding,0.006965732201933861,0.006965732201933861,0.0,0.0,0.0,0.0,5
1,layer_1,0.0002899481034546625,0.0002531233936606441,1.1187934295962624e-05,-3.682470979401841e-05,-0.10071682739257852,0.045853894827946454,5
2,layer_2,0.0017019056843128055,0.0019407854019664228,5.711897863718783e-05,0.00023887971765361725,0.09878924560546735,0.08915097407139601,5
3,layer_3,0.005774527667090297,0.006867284398525954,0.00021946881704520613,0.0010927567314356565,0.027429267883302088,0.04299191498447523,5
4,layer_4,0.01399914612993598,0.015834628362208607,0.0007767658047451251,0.0018354822322726252,0.021500961303711107,0.05835387618648814,5
5,layer_5,0.08229020819067955,0.0914726424664259,0.0038886236092851505,0.009182434275746354,0.001228843688964787,0.071542018514585,5
6,layer_6,0.0346213567070663,0.03982999384775758,0.0016166671386913262,0.0052086371406912775,0.1667045974731444,0.07392133898866421,5
7,layer_7,0.01695014097262174,0.01733012613840401,0.000684812291721705,0.0003799851657822727,0.1115422668457029,0.07795501647451387,5
8,layer_8,0.02736015059519559,0.02772711927816272,0.000832048269183551,0.00036696868296712677,0.0895450897216783,0.06197990438835542,5
9,layer_9,0.05688561379909515,0.06129302430525422,0.0017980283480140708,0.004407410506159068,0.11368508911132694,0.07605204286998643,5
10,layer_10,0.007197127658873797,0.007330084059387445,0.00014149557338561476,0.0001329564005136487,0.14156601715087974,0.06585848071730184,5
11,layer_11,0.017511879513040184,0.01816440033912659,0.0005363263591578308,0.0006525208260864029,0.07737058258056706,0.08480648282601634,5
12,layer_12,0.018797005405649544,0.020166139803826807,0.0009191305623899277,0.0013691343981772652,0.05605656433105679,0.08904368528531502,5
13,layer_13,0.033905669571831824,0.03472234826907515,0.0013149789697837488,0.0008166786972433309,0.00911408233642561,0.08041831968086574,5
14,layer_14,0.13118400141596795,0.13571419952064753,0.004824891292420804,0.004530198104679572,0.041693592071533205,0.07688505512101489,5
15,layer_15,0.10757838930934667,0.11048880591243507,0.004185796717881753,0.0029104166030883864,0.032823558807373844,0.07362923070620334,5
16,layer_16,0.1869660421460867,0.18714593389630316,0.004364952705948672,0.0001798917502164765,0.0483230781555168,0.06442434482501594,5
17,layer_17,0.09680362991988659,0.09848665392398834,0.00232651956386023,0.0016830240041017547,0.042704818725585625,0.0570328588787905,5
18,layer_18,0.06488933702930808,0.06833896072208881,0.002377722213061411,0.003449623692780737,0.06681607055664003,0.054942985570454385,5
19,layer_19,0.012729704339290038,0.013583275768905879,0.000595614842246792,0.0008535714296158397,0.08057138442993192,0.05243520566938328,5
20,layer_20,0.04536358013749123,0.0485004628431052,0.0018862645689616,0.0031368827056139706,0.08511999511718712,0.05175668116856949,5
21,layer_21,0.026453332991804926,0.028169217516202483,0.0007676271089080486,0.001715884524397554,0.05608246612548769,0.03687361342804378,5
22,layer_22,0.07687627685430926,0.08148267129954184,0.0017449610958159619,0.0046063944452325815,0.07059313964843739,0.04005799961657588,5
23,layer_23,0.14061518055423222,0.14804418408410855,0.002708444038280475,0.007429003529876349,0.0660139846801762,0.03291943298272898,5
24,layer_24,0.08840643148344611,0.09419628266720212,0.002595326469365676,0.005789851183756014,0.08219142723083514,0.03087009337492555,5
25,layer_25,0.05894190094938154,0.06598015125059373,0.0018975201292176916,0.007038250301212199,0.12001576042175302,0.033139464309338305,5
26,layer_26,0.046882985210085194,0.05255110441714885,0.0009338357465158028,0.005668119207063655,0.13237172126770033,0.056016588414270534,5
27,layer_27,0.002524321445480382,0.0027540487540572943,0.00011398513044231088,0.00022972730857691182,0.11122201728820755,0.03854918236243367,5
28,final,0.004018446760455845,0.004188697956698888,7.169736390371034e-05,0.00017025119624304325,0.016658018112182482,0.019334493743700634,5
