layer_index,layer_name,baseline_candidate_prob,seed_candidate_prob_mean,seed_candidate_prob_std,delta_candidate_prob,delta_target_score,delta_target_score_std,n_seeds
0,embedding,2.0943211609392165e-07,2.0943211609392165e-07,0.0,0.0,0.0,0.0,5
1,layer_1,0.10730482444167137,0.10212455290555955,0.0040858694878798535,-0.005180271536111833,-0.10427480697631922,0.0782529785268821,5
2,layer_2,0.02428648367524147,0.013856511883437634,0.0013951676541889412,-0.010429971791803837,-0.4272972640991206,0.09138247757392934,5
3,layer_3,0.024613417759537695,0.012856246648356318,0.0014168388869147447,-0.011757171111181377,-0.48205525588989284,0.12689295165003048,5
4,layer_4,0.08623062983155251,0.059252511292696,0.008276691114750791,-0.02697811853885651,-0.45413754653930705,0.17098837486142343,5
5,layer_5,0.02158006977289915,0.015839121384546163,0.0021758777240803717,-0.00574094838835299,-0.367047401428222,0.1785304482328654,5
6,layer_6,0.006918429024517536,0.005656122099608184,0.00042946754255571753,-0.001262306924909353,-0.38744864273071294,0.09775755993251901,5
7,layer_7,0.0018232211819849907,0.0008915654845768585,0.00011802496223765622,-0.0009316556974081323,-0.6516936531066904,0.08007789715326859,5
8,layer_8,0.0015942017384804785,0.0011893627604003996,0.0001356145037662637,-0.000404838978080079,-0.33515179824829106,0.1107579369600725,5
9,layer_9,0.0003013956351787783,0.0003294687713496387,5.44813470724594e-05,2.8073136170860392e-05,0.0013743820190427413,0.15232991116175454,5
10,layer_10,0.0009112893862766214,0.0006770425860595424,5.740375695160894e-05,-0.00023424680021707898,-0.16776759338378824,0.12059196342748406,5
11,layer_11,0.02768751174211502,0.022875573139637707,0.0008332712141580211,-0.004811938602477311,-0.282088970184326,0.05407946546369678,5
12,layer_12,0.032390453964471815,0.024486761797219515,0.0017555693341996669,-0.0079036921672523,-0.2549866523742672,0.0693835603171088,5
13,layer_13,0.21741327531635762,0.17392063504457472,0.014806517837608663,-0.04349264027178289,-0.26636933517455963,0.07572015651279386,5
14,layer_14,0.017711938964203,0.023091403624042866,0.0010160813729784876,0.00537946465983987,0.3121164207458499,0.05777071563608312,5
15,layer_15,0.005699618498329073,0.006764709967654199,0.00043232725299388537,0.0010650914693251252,0.12322616195678684,0.07481381534171133,5
16,layer_16,0.0010362662604893559,0.001599058411899023,0.00015549852949446925,0.0005627921514096669,0.2334055023193347,0.10488280138061894,5
17,layer_17,0.0011868322867667302,0.0010956655154004693,6.296758041656821e-05,-9.116677136626092e-05,-0.02956029891967802,0.0684858972745752,5
18,layer_18,0.002324578731204383,0.0025452411531005055,0.00011281001966423066,0.0002206624218961225,0.04901136016845733,0.04507612662677764,5
19,layer_19,0.0028147364524193108,0.002301589988870546,0.00013932038657857104,-0.0005131464635487646,-0.3098986206054676,0.06845187269244081,5
20,layer_20,0.0026881497667636724,0.0023276476378086956,3.829245407192784e-05,-0.00036050212895497697,-0.2507639427185048,0.05213439869381014,5
21,layer_21,0.0023417171585606413,0.002301810076809488,0.00014788720342179116,-3.990708175115303e-05,-0.13456060028076208,0.05215728310136967,5
22,layer_22,0.007348091844469309,0.008177356605883687,0.0008484779301246074,0.0008292647614143786,-0.13184453582763603,0.08757818170152294,5
23,layer_23,0.004962946886662394,0.006445944068953395,0.000710518201886456,0.001482997182291001,0.05064135360717827,0.12889311109034327,5
24,layer_24,0.028147581242956222,0.02844177030585706,0.0018922215798763372,0.00029418906290083963,-0.14774294662475676,0.07581127336248064,5
25,layer_25,0.10328014968894422,0.0987465659081936,0.0051796962278509405,-0.004533583780750633,-0.06898085021972733,0.06871470854571714,5
26,layer_26,0.1813103281147778,0.22012224215269088,0.012349017394228633,0.03881191403791309,0.1568934974670416,0.09580682664926429,5
27,layer_27,0.07086674648337066,0.22363873247057198,0.014173994944720767,0.15277198598720135,0.8884967651367187,0.08465691289184245,5
28,layer_28,0.0414066562168955,0.18169226511684247,0.011983236753864908,0.14028560889994698,1.7941843910217279,0.10438655221079957,5
29,layer_29,0.1017323478066828,0.37715112235769627,0.01920713611621121,0.2754187745510135,2.021354907989501,0.11774818037890274,5
30,layer_30,0.1259838708553434,0.5034674329832196,0.019773706776079206,0.3774835621278762,3.152613023757934,0.12340610470095935,5
31,layer_31,0.08294002833719788,0.3482183485098649,0.01457017355540571,0.26527832017266695,3.636931354522704,0.11224107877567135,5
32,layer_32,0.03329168627775289,0.1473546987116497,0.007452126266815759,0.11406301243389678,3.401488554000855,0.08032792510487277,5
33,layer_33,0.13334240014392548,0.46207270830056224,0.017727129659464057,0.32873030815663673,3.5153441042900084,0.13124008521126676,5
34,layer_34,0.1298116347736584,0.47137660661805414,0.010290055968897552,0.34156497184439577,3.0080594553947444,0.06924247649087895,5
35,layer_35,0.10436357565391517,0.38862099602585654,0.009096386424182503,0.28425742037194135,2.650686514079571,0.06337376375940408,5
36,final,0.02088261226566669,0.09319275955702733,0.006321140192698464,0.07231014729136062,5.695670763492584,0.113043448857938,5
